title,website_url,homeschool_com_url,grades_or_ages,prices_mentioned,description
iQ Academy of California-Los Angeles,https://losangeles.iqacademy.com/,https://www.homeschool.com/resource-guide/iq-academy-of-california-los-angeles/,Pre-K - 12th Grade,Free,"iQ Academy of California-Los Angeles is an online public school option for residents of five California counties (Ventura, Los Angeles, Kern, Orange, and San Bernardino), using the K12 curriculum. It provides a"
Great Lakes Cyber Academy,https://www.connectionsacademy.com/michigan-cyber-school,https://www.homeschool.com/resource-guide/great-lakes-cyber-academy/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Great Lakes Cyber Academy is a tuition-free 6-12 online public school for students across Michigan. Lessons are a blend of teacher-led and self-paced learning, and use the best online and offline resources. The"
Lighthouse Connections Academy,https://www.connectionsacademy.com/michigan-online-school,https://www.homeschool.com/resource-guide/lighthouse-connections-academy/,Pre-K - 12th Grade,Free,"Lighthouse Connections Academy is a tuition-free K-12 online public school for students across Michigan. Lessons are a blend of structure and self-paced learning, and use the best online and offline resources. The"
Pacific Northwest Connections Academy,https://www.connectionsacademy.com/washington-virtual-school,https://www.homeschool.com/resource-guide/pacific-northwest-connections-academy/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Pacific Northwest Connections Academy is a tuition-free 7-12 online public school for students across Washington. Lessons are a blend of structure and self-paced learning, and use the best online and offline resources."
Washington Connections Academy,https://www.connectionsacademy.com/washington-online-school,https://www.homeschool.com/resource-guide/washington-connections-academy/,Pre-K - 12th Grade,Free,Washington Connections Academy is a tuition-free K-12 online public school for students across Washington. Lessons are a blend of structure and self-paced learning. The curriculum is designed to help students gain the
Minnesota Connections Academy,https://www.connectionsacademy.com/minnesota-online-school,https://www.homeschool.com/resource-guide/minnesota-connections-academy/,Pre-K - 12th Grade,Free,"Minnesota Connections Academy is a tuition-free K-12 online public school for students across Minnesota. Lessons are a blend of structure and self-paced learning, and use the best online and offline resources. The"
Falcon View Connections Academy,https://www.connectionsacademy.com/minnesota-virtual-school,https://www.homeschool.com/resource-guide/falcon-view-connections-academy/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade,Free,"Falcon View Connections Academy is a tuition-free K-10 online public school for students across Minnesota. Lessons are a blend of structure and self-paced learning, and use the best online and offline resources. The"
Wisconsin Connections Academy,https://www.connectionsacademy.com/wisconsin-virtual-school,https://www.homeschool.com/resource-guide/wisconsin-connections-academy/,Pre-K - 12th Grade,Free,"Wisconsin Connections Academy is a tuition-free 4K-12 online public school for students across Wisconsin. Lessons are a blend of structure and self-paced learning, and use the best online and offline resources. The"
Wyoming Connections Academy,https://www.connectionsacademy.com/wyoming-virtual-school,https://www.homeschool.com/resource-guide/wyoming-connections-academy/,Pre-K - 12th Grade,Free,"Wyoming Connections Academy is a tuition-free K-12 online public school for students across Wyoming. Lessons are a blend of structure and self-paced learning, and use the best online and offline resources. The"
Willamette Connections Academy,https://www.connectionsacademy.com/oregon-virtual-school,https://www.homeschool.com/resource-guide/willamette-connections-academy/,Pre-K - 12th Grade,Free,"Willamette Connections Academy is a tuition-free K-12 online public school for students across Oregon. Lessons are a blend of structure and self-paced learning, and use the best online and offline resources. The"
Tennessee Connections Academy,https://www.connectionsacademy.com/tennessee-online-school,https://www.homeschool.com/resource-guide/tennessee-connections-academy/,Pre-K - 12th Grade,Free,"Tennessee Connections Academy is a tuition-free K-12 online public school for students across Tennessee. Lessons are a blend of structure and self-paced learning, and use the best online and offline resources. The"
Maine Connections Academy,https://www.connectionsacademy.com/maine-virtual-school,https://www.homeschool.com/resource-guide/maine-connections-academy/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Maine Connections Academy is a tuition-free 7-12 online public school for students across Maine. Lessons are a blend of structure and self-paced learning, and use the best online and offline resources. The curriculum is"
New Mexico Connections Academy,https://www.connectionsacademy.com/new-mexico-online-school,https://www.homeschool.com/resource-guide/new-mexico-connections-academy/,4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"New Mexico Connections Academy is a tuition-free 4-12 online public school for students across New Mexico. Lessons are a blend of structure and self-paced learning, and use the best online and offline resources. The"
Nevada Connections Academy,https://www.connectionsacademy.com/nevada-virtual-school,https://www.homeschool.com/resource-guide/nevada-connections-academy/,Pre-K - 12th Grade,Free,"Nevada Connections Academy is a tuition-free K-12 online public school for students across Nevada. Lessons are a blend of structure and self-paced learning, and use the best online and offline resources. The curriculum"
Kansas Connections Academy,https://www.connectionsacademy.com/kansas-online-school,https://www.homeschool.com/resource-guide/kansas-connections-academy/,Pre-K - 12th Grade,Free,Kansas Connections Academy is a tuition-free K-12 online public school for students across Kansas. All instructional materials are provided. Lessons are a blend of structure and self-paced learning. The curriculum is
Iowa Connections Academy,https://www.connectionsacademy.com/iowa-online-school,https://www.homeschool.com/resource-guide/iowa-connections-academy/,Pre-K - 12th Grade,Free,Iowa Connections Academy is a tuition-free K-12 online public school for Iowa students. All instructional materials are provided. The curriculum is designed to help students gain the critical thinking and problem
TEC Connections Academy Commonwealth School,https://www.connectionsacademy.com/massachusetts-virtual-school,https://www.homeschool.com/resource-guide/tec-connections-academy-commonwealth-school/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"TEC Connections Academy Commonwealth School is a tuition-free K-12 online public school for students across Massachusetts. Lessons are a blend of structure and self-paced learning, and use the best online and offline"
Indiana Connections Academy,https://www.connectionsacademy.com/indiana-online-school,https://www.homeschool.com/resource-guide/indiana-connections-academy/,Pre-K - 12th Grade,Free,Indiana Connections Academy is a tuition-free K-12 online public school for students across Indiana. All instructional materials are provided. The curriculum is designed to help students gain the critical thinking and
Florida Connections Academy,https://www.connectionsacademy.com/florida-online-school,https://www.homeschool.com/resource-guide/florida-connections-academy/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade,Free,"Florida Connections Academy is a tuition-free K-9 online public school for students across Florida. All instructional materials are provided. Lessons allow for self-paced learning, and the curriculum is designed to help"
Alabama Connections Academy,https://www.connectionsacademy.com/alabama-virtual-school,https://www.homeschool.com/resource-guide/alabama-connections-academy/,Pre-K - 12th Grade,Free,"Alabama Connections Academy is a tuition-free K-12 online public school for Alabama students. All instructional materials are provided. A rigorous curriculum that is personalized to each student's abilities is used,"
Arkansas Connections Academy,https://www.connectionsacademy.com/arkansas-virtual-school,https://www.homeschool.com/resource-guide/arkansas-connections-academy/,Pre-K - 12th Grade,Free,Arkansas Connections Academy is a tuition-free K-12 online public school for students across Arkansas. All instructional materials are provided. The curriculum is designed to help students gain the critical thinking and
Primavera Online High School,https://www.primavera-online-high-school.com/,https://www.homeschool.com/resource-guide/primavera-online-high-school/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Primavera is an online, tuition-free public charter school for Arizona students in middle and high school seeking a combination of teacher support and interactive, engaging curriculum. Multiple programs are available,"
Sequoia Choice,http://www.sequoiachoice.org/,https://www.homeschool.com/resource-guide/sequoia-choice/,Pre-K - 12th Grade,Free,"Sequoia Choice is a tuition-free Arizona public charter school for grades K-12. It is ideal for students who require a flexible schedule, home-bound or working students, and those who are motivated to graduate early for"
Hope High School Online,http://www.hopehighonline.org/,https://www.homeschool.com/resource-guide/hope-high-school-online/,9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Hope High School Online is a tuition-free public charter high school for Arizona students. Courses are flexible and self-paced. Students are fully supported academically, and graduation plans are tailored specifically"
iQ Academy Arizona,http://ww.iqacademyaz.com/,https://www.homeschool.com/resource-guide/iq-academy-arizona/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"iQ Academy is a public, online middle and high school for Arizona students that provides a flexible, personalized education. Students learn on their own schedule, with one-on-one help from teachers when needed. The"
Arizona Virtual Academy,https://azva.k12.com/,https://www.homeschool.com/resource-guide/arizona-virtual-academy/,Pre-K - 12th Grade,Free,"Arizona Virtual Academy is an online public school that uses the K12 curriculum with six core subjects for K-8 students, and more than 130 core, elective, and AP courses for high schoolers. A gifted program is also"
Arizona Connections Academy,https://www.connectionsacademy.com/arizona-online-school,https://www.homeschool.com/resource-guide/arizona-connections-academy/,Pre-K - 12th Grade,Free,"Arizona Connections Academy is a tuition-free online public school for Arizona students in grades K-12. The curriculum is designed as a blend of structured lessons and self-paced learning. Core subjects, as well as"
Arkansas Virtual Academy,https://arva.k12.com/,https://www.homeschool.com/resource-guide/arkansas-virtual-academy/,Pre-K - 12th Grade,Free,"Arkansas Virtual Academy is a full-time tuition-free public school option using the K12 curriculum. ARVA offers a an active school community, a range of extracurricular activities, and support from state-licensed"
